[7l----system---- ------memory-usage-----
     time     | used  buff  cach  free
12-09 17:45:15|2819M  365M 1471M 7356M
12-09 17:45:25|4341M  365M 1471M 5833M
12-09 17:45:35|4683M  365M 1471M 5491M
12-09 17:45:45|4703M  365M 1471M 5471M
12-09 17:45:55|4723M  365M 1471M 5451M
12-09 17:46:05|4730M  365M 1471M 5444M
12-09 17:46:15|4763M  365M 1471M 5411M
12-09 17:46:25|4880M  365M 1471M 5295M
12-09 17:46:35|4896M  365M 1471M 5278M
12-09 17:46:45|4917M  365M 1471M 5258M
12-09 17:46:55|4923M  365M 1471M 5251M
12-09 17:47:05|4956M  365M 1471M 5219M
12-09 17:47:15|5336M  365M 1471M 4838M
12-09 17:47:25|5712M  366M 1471M 4462M
12-09 17:47:35|6005M  366M 1471M 4169M
12-09 17:47:45|6250M  366M 1471M 3924M
12-09 17:47:55|6250M  366M 1471M 3924M
12-09 17:48:05|6608M  366M 1471M 3566M
12-09 17:48:15|7001M  366M 1471M 3173M
12-09 17:48:25|7026M  366M 1471M 3148M
12-09 17:48:35|7049M  366M 1471M 3125M
12-09 17:48:45|7071M  366M 1471M 3103M
12-09 17:48:55|7095M  366M 1471M 3079M
12-09 17:49:05|7117M  366M 1471M 3057M
12-09 17:49:15|7142M  366M 1471M 3032M
12-09 17:49:25|7166M  366M 1471M 3008M
12-09 17:49:35|7187M  366M 1471M 2987M
12-09 17:49:45|7206M  366M 1471M 2968M
12-09 17:49:55|7225M  366M 1471M 2949M
12-09 17:50:05|7249M  366M 1471M 2925M
12-09 17:50:15|7277M  366M 1471M 2897M
12-09 17:50:25|7306M  366M 1471M 2867M
12-09 17:50:35|7334M  366M 1471M 2840M
12-09 17:50:45|7359M  366M 1471M 2815M
12-09 17:50:55|7377M  366M 1471M 2797M
12-09 17:51:05|7377M  366M 1471M 2797M
12-09 17:51:15|7387M  366M 1471M 2786M
12-09 17:51:25|7406M  366M 1471M 2767M
12-09 17:51:35|7421M  366M 1471M 2752M
12-09 17:51:45|7435M  366M 1471M 2739M
12-09 17:51:55|7451M  366M 1471M 2722M
12-09 17:52:05|7474M  366M 1471M 2699M
12-09 17:52:15|7503M  366M 1471M 2671M
12-09 17:52:25|7535M  366M 1471M 2638M
12-09 17:52:35|7571M  366M 1471M 2603M
12-09 17:52:45|7608M  366M 1471M 2565M
12-09 17:52:55|7645M  366M 1471M 2528M
12-09 17:53:05|7681M  366M 1471M 2492M
12-09 17:53:15|7715M  366M 1471M 2458M
12-09 17:53:25|7745M  366M 1471M 2428M
12-09 17:53:35|7758M  366M 1471M 2415M
12-09 17:53:45|7758M  366M 1471M 2415M
12-09 17:53:55|7758M  366M 1471M 2415M
12-09 17:54:05|7758M  366M 1471M 2415M
12-09 17:54:15|7758M  366M 1471M 2415M
12-09 17:54:25|7758M  366M 1471M 2415M
12-09 17:54:35|7758M  366M 1471M 2415M
12-09 17:54:45|7761M  366M 1471M 2412M
12-09 17:54:55|7928M  366M 1471M 2245M
12-09 17:55:05|7953M  366M 1471M 2220M
12-09 17:55:15|7975M  366M 1471M 2198M
12-09 17:55:25|7997M  367M 1471M 2176M
12-09 17:55:35|8019M  367M 1471M 2153M
12-09 17:55:45|8041M  367M 1471M 2132M
12-09 17:55:55|8066M  367M 1471M 2107M
12-09 17:56:05|8090M  367M 1471M 2083M
12-09 17:56:15|8111M  367M 1471M 2061M
12-09 17:56:25|8130M  367M 1471M 2042M
12-09 17:56:35|8149M  367M 1471M 2024M
12-09 17:56:45|8171M  367M 1471M 2002M
12-09 17:56:55|8198M  367M 1471M 1974M
12-09 17:57:05|8227M  367M 1471M 1946M
12-09 17:57:15|8254M  367M 1471M 1918M
12-09 17:57:25|8278M  367M 1471M 1894M
12-09 17:57:35|8285M  367M 1471M 1887M
12-09 17:57:45|8285M  367M 1471M 1887M
12-09 17:57:55|8289M  367M 1471M 1884M
12-09 17:58:05|8307M  367M 1471M 1865M
12-09 17:58:15|8322M  367M 1471M 1850M
12-09 17:58:25|8336M  367M 1471M 1837M
12-09 17:58:35|8350M  367M 1471M 1822M
12-09 17:58:45|8370M  367M 1471M 1802M
12-09 17:58:55|8396M  367M 1471M 1776M
12-09 17:59:05|8426M  367M 1471M 1746M
12-09 17:59:15|8460M  367M 1471M 1713M
12-09 17:59:25|8495M  367M 1471M 1677M
12-09 17:59:35|8531M  367M 1471M 1642M
12-09 17:59:45|8566M  367M 1471M 1606M
12-09 17:59:55|8600M  367M 1471M 1572M
12-09 18:00:05|8631M  367M 1471M 1541M
12-09 18:00:15|8659M  367M 1471M 1513M
12-09 18:00:25|8661M  367M 1471M 1511M
12-09 18:00:35|9027M  367M 1471M 1145M
12-09 18:00:45|9236M  367M 1471M  936M
12-09 18:00:55|9272M  367M 1471M  900M
12-09 18:01:05|9312M  367M 1471M  859M
12-09 18:01:15|9345M  367M 1471M  827M
12-09 18:01:25|9360M  367M 1471M  811M
12-09 18:01:35|9424M  367M 1471M  748M
12-09 18:01:45|9475M  367M 1471M  697M
12-09 18:01:55|9491M  367M 1471M  681M
12-09 18:02:05|9506M  367M 1471M  666M
12-09 18:02:15|9618M  367M 1471M  554M
