[7l----system---- ------memory-usage-----
     time     | used  buff  cach  free
13-09 09:21:24|2067M 48.2M  884M 9011M
13-09 09:21:34|2615M 48.2M  884M 8463M
13-09 09:21:44|2639M 48.2M  884M 8439M
13-09 09:21:54|2651M 48.2M  884M 8426M
13-09 09:22:04|2661M 48.2M  884M 8417M
13-09 09:22:14|2692M 48.3M  884M 8386M
13-09 09:22:24|2708M 48.3M  884M 8369M
13-09 09:22:34|2730M 48.3M  884M 8347M
13-09 09:22:44|2743M 48.3M  884M 8334M
13-09 09:22:54|2752M 48.3M  884M 8325M
13-09 09:23:04|2784M 48.3M  885M 8293M
13-09 09:23:14|2857M 48.4M  885M 8220M
13-09 09:23:24|2871M 48.4M  885M 8206M
13-09 09:23:34|2898M 48.4M  884M 8179M
13-09 09:23:44|2926M 48.4M  884M 8151M
13-09 09:23:54|2935M 48.4M  884M 8142M
13-09 09:24:04|2935M 48.4M  885M 8142M
13-09 09:24:14|2943M 48.5M  885M 8135M
13-09 09:24:24|2956M 48.5M  885M 8121M
13-09 09:24:34|2966M 48.5M  885M 8111M
13-09 09:24:44|2980M 48.5M  887M 8094M
13-09 09:24:54|3009M 48.6M  887M 8065M
13-09 09:25:04|3023M 48.6M  887M 8051M
13-09 09:25:14|3290M 48.6M  887M 7784M
13-09 09:25:24|3068M 48.6M  887M 8007M
13-09 09:25:34|3064M 48.7M  887M 8011M
13-09 09:25:44|3094M 48.7M  887M 7981M
13-09 09:25:54|3126M 48.7M  888M 7948M
13-09 09:26:04|3133M 48.7M  888M 7941M
13-09 09:26:14|3150M 48.7M  888M 7924M
13-09 09:26:24|3168M 48.7M  888M 7906M
13-09 09:26:34|3189M 48.8M  888M 7885M
13-09 09:26:44|3437M 48.8M  888M 7636M
13-09 09:26:54|3449M 48.8M  889M 7623M
13-09 09:27:04|3465M 48.8M  889M 7608M
13-09 09:27:14|3016M 48.9M  889M 8057M
13-09 09:27:24|3226M 48.9M  889M 7847M
13-09 09:27:34|3006M 48.9M  889M 8066M
13-09 09:27:44|3257M 48.9M  889M 7816M
13-09 09:27:54|3272M 48.9M  889M 7801M
13-09 09:28:04|3292M 48.9M  889M 7781M
13-09 09:28:14|3314M 49.0M  889M 7759M
13-09 09:28:24|3328M 49.0M  889M 7744M
13-09 09:28:34|3356M 49.0M  889M 7717M
13-09 09:28:44|3371M 49.0M  889M 7701M
13-09 09:28:54|3387M 49.0M  889M 7686M
13-09 09:29:04|3403M 49.0M  889M 7670M
13-09 09:29:14|3421M 49.0M  889M 7652M
13-09 09:29:24|3436M 49.0M  889M 7636M
13-09 09:29:34|3455M 49.1M  889M 7617M
13-09 09:29:44|3471M 49.1M  889M 7602M
13-09 09:29:54|3241M 49.1M  889M 7831M
13-09 09:30:04|3257M 49.1M  889M 7815M
13-09 09:30:14|3272M 49.1M  889M 7800M
13-09 09:30:24|3525M 49.1M  888M 7548M
13-09 09:30:34|3540M 49.1M  888M 7533M
13-09 09:30:44|3555M 49.2M  888M 7518M
13-09 09:30:54|3571M 49.2M  888M 7502M
13-09 09:31:04|3586M 49.2M  888M 7487M
13-09 09:31:14|3616M 49.2M  888M 7457M
13-09 09:31:24|3631M 49.2M  888M 7442M
13-09 09:31:34|3646M 49.2M  888M 7426M
13-09 09:31:44|3648M 49.2M  888M 7424M
13-09 09:31:54|3664M 49.3M  888M 7409M
13-09 09:32:04|3444M 49.3M  888M 7628M
13-09 09:32:14|3695M 49.3M  888M 7378M
13-09 09:32:24|3710M 49.3M  888M 7362M
13-09 09:32:34|3961M 49.3M  889M 7111M
13-09 09:32:44|3976M 49.4M  888M 7097M
13-09 09:32:54|4000M 49.4M  888M 7072M
13-09 09:33:04|4016M 49.4M  888M 7057M
13-09 09:33:14|4031M 49.4M  888M 7042M
13-09 09:33:24|4045M 49.4M  888M 7027M
13-09 09:33:34|4060M 49.4M  888M 7012M
13-09 09:33:44|4120M 49.4M  889M 6952M
13-09 09:33:54|4326M 49.5M  889M 6746M
13-09 09:34:04|4599M 49.5M  889M 6473M
13-09 09:34:14|4609M 49.5M  889M 6463M
13-09 09:34:24|3467M 49.6M  889M 7605M
13-09 09:34:34|3467M 49.6M  889M 7605M
13-09 09:34:44|3467M 49.6M  889M 7605M
13-09 09:34:54|3467M 49.6M  889M 7605M
13-09 09:35:04|3467M 49.6M  889M 7604M
13-09 09:35:14|3704M 49.6M  889M 7368M
13-09 09:35:24|3940M 49.7M  889M 7132M
13-09 09:35:34|3952M 49.7M  889M 7119M
13-09 09:35:44|3970M 49.7M  889M 7101M
13-09 09:35:54|4001M 49.7M  891M 7069M
13-09 09:36:04|4041M 49.8M  891M 7028M
13-09 09:36:14|4063M 49.8M  891M 7006M
13-09 09:36:24|4087M 49.8M  891M 6982M
13-09 09:36:34|4101M 49.8M  891M 6968M
13-09 09:36:44|4134M 49.8M  891M 6935M
13-09 09:36:54|4155M 49.8M  891M 6914M
13-09 09:37:04|4164M 49.8M  891M 6906M
13-09 09:37:14|4172M 49.9M  891M 6897M
13-09 09:37:24|4238M 49.9M  891M 6832M
13-09 09:37:34|4248M 49.9M  891M 6822M
13-09 09:37:44|4298M 49.9M  891M 6772M
