[7l----system---- ------memory-usage-----
     time     | used  buff  cach  free
21-09 14:56:02|2808M 8444M  602M  156M
21-09 14:56:12|3341M 7827M  627M  216M
21-09 14:56:22|3454M 7712M  627M  218M
21-09 14:56:32|3477M 7741M  627M  165M
21-09 14:56:42|3486M 7699M  626M  199M
21-09 14:56:52|3505M 7663M  626M  216M
21-09 14:57:02|3510M 7684M  626M  190M
21-09 14:57:12|3540M 7684M  627M  159M
21-09 14:57:22|3566M 7592M  625M  227M
21-09 14:57:32|3573M 7625M  626M  187M
21-09 14:57:42|3599M 7631M  626M  154M
21-09 14:57:52|3679M 7554M  627M  150M
21-09 14:58:02|3677M 7481M  625M  227M
21-09 14:58:12|3678M 7496M  625M  211M
21-09 14:58:22|3684M 7523M  625M  178M
21-09 14:58:32|3684M 7545M  625M  156M
21-09 14:58:42|3684M 7549M  625M  152M
21-09 14:58:52|3685M 7550M  625M  151M
21-09 14:59:02|3685M 7551M  625M  149M
21-09 14:59:12|3685M 7553M  625M  147M
21-09 14:59:22|3685M 7556M  625M  144M
21-09 14:59:32|3684M 7565M  626M  136M
21-09 14:59:42|3685M 7550M  626M  150M
21-09 14:59:52|3686M 7560M  625M  140M
21-09 15:00:02|3685M 7551M  625M  148M
21-09 15:00:12|3685M 7555M  626M  144M
21-09 15:00:22|3684M 7550M  626M  151M
21-09 15:00:32|3685M 7549M  625M  151M
21-09 15:00:42|3685M 7551M  626M  148M
21-09 15:00:52|3686M 7547M  625M  152M
21-09 15:01:02|3686M 7549M  625M  150M
21-09 15:01:12|3686M 7547M  625M  152M
21-09 15:01:22|3686M 7564M  626M  135M
21-09 15:01:32|3686M 7557M  626M  142M
21-09 15:01:42|3685M 7564M  626M  135M
21-09 15:01:52|3685M 7561M  625M  139M
21-09 15:02:02|3686M 7555M  625M  144M
21-09 15:02:12|3685M 7564M  626M  136M
21-09 15:02:22|3685M 7555M  626M  145M
21-09 15:02:32|3685M 7548M  626M  152M
21-09 15:02:42|3685M 7556M  625M  143M
21-09 15:02:52|3685M 7562M  625M  138M
21-09 15:03:02|3685M 7565M  626M  134M
21-09 15:03:12|3685M 7554M  625M  145M
21-09 15:03:22|3686M 7563M  626M  135M
21-09 15:03:32|3687M 7546M  626M  152M
21-09 15:03:42|3686M 7558M  626M  141M
21-09 15:03:52|3686M 7562M  625M  137M
21-09 15:04:02|3686M 7551M  626M  148M
21-09 15:04:12|3686M 7557M  625M  142M
21-09 15:04:22|3687M 7549M  625M  149M
21-09 15:04:32|3686M 7559M  625M  140M
21-09 15:04:42|3686M 7564M  624M  135M
21-09 15:04:52|3687M 7549M  624M  150M
21-09 15:05:02|3687M 7559M  623M  141M
