[7l----system---- ------memory-usage-----
     time     | used  buff  cach  free
16-09 11:19:25|2387M 3091M  676M 9853M
16-09 11:19:35|3961M 3091M  676M 8279M
16-09 11:19:45|5069M 3091M  676M 7171M
16-09 11:19:55|5093M 3091M  676M 7147M
16-09 11:20:05|5118M 3091M  676M 7122M
16-09 11:20:15|5161M 3091M  676M 7079M
16-09 11:20:25|5171M 3091M  676M 7069M
16-09 11:20:35|5181M 3091M  676M 7059M
16-09 11:20:45|5254M 3091M  676M 6985M
16-09 11:20:55|5265M 3091M  676M 6975M
16-09 11:21:05|5275M 3091M  676M 6964M
16-09 11:21:15|5286M 3091M  676M 6954M
16-09 11:21:25|5296M 3091M  676M 6944M
16-09 11:21:35|5306M 3091M  676M 6934M
16-09 11:21:45|5442M 3091M  676M 6798M
16-09 11:21:55|5452M 3091M  676M 6788M
16-09 11:22:05|5459M 3091M  676M 6781M
16-09 11:22:15|5586M 3091M  676M 6654M
16-09 11:22:25|5602M 3091M  676M 6638M
16-09 11:22:35|5630M 3091M  676M 6610M
16-09 11:22:45|5672M 3091M  676M 6568M
16-09 11:22:55|5679M 3091M  676M 6561M
16-09 11:23:05|5689M 3091M  676M 6551M
16-09 11:23:15|5762M 3091M  676M 6477M
16-09 11:23:25|5772M 3091M  676M 6467M
16-09 11:23:35|5783M 3091M  676M 6457M
16-09 11:23:45|5794M 3091M  676M 6445M
16-09 11:23:55|5804M 3091M  676M 6435M
16-09 11:24:05|5815M 3091M  676M 6425M
16-09 11:24:15|5950M 3091M  676M 6289M
16-09 11:24:25|5961M 3091M  676M 6278M
16-09 11:24:35|5970M 3091M  677M 6269M
16-09 11:24:45|5969M 3091M  677M 6270M
16-09 11:24:55|6228M 3091M  677M 6012M
16-09 11:25:05|6472M 3091M  677M 5767M
16-09 11:25:15|7101M 3091M  677M 5138M
16-09 11:25:25|7240M 3091M  677M 4999M
16-09 11:25:35|7273M 3091M  676M 4966M
16-09 11:25:45|7306M 3091M  676M 4933M
16-09 11:25:55|7339M 3091M  676M 4901M
16-09 11:26:05|7374M 3091M  676M 4866M
16-09 11:26:15|7407M 3091M  676M 4833M
16-09 11:26:25|7434M 3091M  676M 4806M
16-09 11:26:35|7462M 3091M  676M 4778M
16-09 11:26:45|7500M 3091M  676M 4739M
16-09 11:26:55|7542M 3091M  676M 4698M
16-09 11:27:05|7579M 3091M  676M 4660M
16-09 11:27:15|7523M 3091M  676M 4716M
16-09 11:27:25|7523M 3091M  676M 4716M
16-09 11:27:35|7551M 3091M  676M 4688M
16-09 11:27:45|7573M 3091M  676M 4666M
16-09 11:27:55|7600M 3091M  679M 4637M
16-09 11:28:05|7633M 3092M  677M 4605M
16-09 11:28:15|7676M 3092M  677M 4563M
16-09 11:28:25|7726M 3092M  677M 4513M
16-09 11:28:35|7779M 3092M  677M 4460M
16-09 11:28:45|7830M 3092M  676M 4409M
16-09 11:28:55|7873M 3092M  676M 4366M
16-09 11:29:05|7826M 3092M  676M 4413M
16-09 11:29:15|7826M 3092M  676M 4413M
16-09 11:29:25|7826M 3092M  676M 4413M
16-09 11:29:35|7826M 3092M  676M 4413M
16-09 11:29:45|7825M 3092M  676M 4413M
16-09 11:29:55|7831M 3092M  666M 4418M
16-09 11:30:05|8063M 3092M  671M 4182M
16-09 11:30:15|8093M 3092M  667M 4155M
16-09 11:30:25|8128M 3092M  667M 4120M
16-09 11:30:35|8154M 3092M  668M 4093M
16-09 11:30:45|8169M 3092M  668M 4078M
16-09 11:30:55|8196M 3092M  668M 4052M
16-09 11:31:05|8216M 3092M  668M 4031M
16-09 11:31:15|8230M 3092M  667M 4019M
16-09 11:31:25|8282M 3092M  667M 3967M
16-09 11:31:35|8323M 3092M  667M 3925M
16-09 11:31:45|8389M 3092M  675M 3851M
16-09 11:31:55|8329M 3092M  671M 3915M
16-09 11:32:05|8328M 3092M  672M 3915M
16-09 11:32:15|8339M 3092M  671M 3904M
16-09 11:32:25|8361M 3092M  671M 3883M
16-09 11:32:35|8366M 3092M  671M 3878M
16-09 11:32:45|8390M 3092M  672M 3853M
16-09 11:32:55|8424M 3092M  672M 3819M
16-09 11:33:05|8469M 3092M  672M 3774M
16-09 11:33:15|8519M 3092M  672M 3724M
16-09 11:33:25|8569M 3092M  672M 3674M
16-09 11:33:35|8618M 3092M  672M 3625M
16-09 11:33:45|8659M 3092M  672M 3584M
16-09 11:33:55|8596M 3092M  672M 3647M
16-09 11:34:05|9138M 3092M  672M 3105M
16-09 11:34:15|9140M 3092M  672M 3103M
16-09 11:34:25|9140M 3092M  672M 3103M
16-09 11:34:35|9141M 3092M  672M 3102M
16-09 11:34:45|9141M 3092M  672M 3102M
16-09 11:34:55|9142M 3092M  672M 3101M
16-09 11:35:05|9142M 3092M  672M 3101M
16-09 11:35:15|9141M 3092M  672M 3102M
16-09 11:35:25|9141M 3092M  672M 3101M
16-09 11:35:35|9141M 3092M  672M 3101M
16-09 11:35:45|9141M 3092M  672M 3101M
16-09 11:35:55|9143M 3092M  672M 3100M
16-09 11:36:05|9143M 3092M  672M 3099M
16-09 11:36:15|9143M 3092M  672M 3099M
16-09 11:36:25|9144M 3092M  673M 3098M
16-09 11:36:35|9144M 3092M  673M 3098M
16-09 11:36:45|9144M 3092M  673M 3098M
16-09 11:36:55|9143M 3092M  673M 3099M
16-09 11:37:05|9144M 3092M  673M 3098M
16-09 11:37:15|9126M 3092M  668M 3120M
16-09 11:37:25|9236M 3093M  674M 3005M
16-09 11:37:35|9238M 3093M  673M 3003M
16-09 11:37:45|9239M 3093M  674M 3001M
16-09 11:37:55|9218M 3093M  669M 3027M
16-09 11:38:05|9218M 3093M  669M 3027M
16-09 11:38:15|9200M 3093M  669M 3045M
16-09 11:38:25|9198M 3093M  669M 3047M
16-09 11:38:35|9201M 3093M  670M 3044M
16-09 11:38:45|9201M 3093M  670M 3043M
16-09 11:38:55|9203M 3093M  673M 3038M
16-09 11:39:05|9204M 3093M  670M 3040M
16-09 11:39:15|9205M 3093M  670M 3038M
16-09 11:39:25|9206M 3093M  670M 3038M
16-09 11:39:35|9207M 3093M  670M 3037M
16-09 11:39:45|9208M 3093M  670M 3036M
16-09 11:39:55|9210M 3093M  670M 3034M
16-09 11:40:05|9212M 3093M  670M 3032M
16-09 11:40:15|9213M 3093M  670M 3031M
16-09 11:40:25|9213M 3093M  670M 3031M
16-09 11:40:35|9214M 3093M  670M 3030M
16-09 11:40:45|9215M 3093M  670M 3029M
16-09 11:40:55|9215M 3093M  670M 3029M
16-09 11:41:05|9213M 3093M  670M 3031M
