[7l----system---- ------memory-usage-----
     time     | used  buff  cach  free
20-09 16:51:21|2656M 2304M 1612M 5438M
20-09 16:51:31|3197M 2304M 1629M 4881M
20-09 16:51:41|3318M 2304M 1629M 4760M
20-09 16:51:51|3338M 2304M 1629M 4739M
20-09 16:52:01|3344M 2304M 1629M 4733M
20-09 16:52:11|3373M 2304M 1629M 4704M
20-09 16:52:21|3712M 2304M 1630M 4364M
20-09 16:52:31|4254M 2304M 1630M 3822M
20-09 16:52:41|4809M 2304M 1630M 3268M
20-09 16:52:51|5365M 2304M 1630M 2711M
20-09 16:53:01|5381M 2304M 1630M 2696M
20-09 16:53:11|5408M 2304M 1630M 2669M
20-09 16:53:21|5412M 2304M 1630M 2664M
20-09 16:53:31|5453M 2304M 1630M 2623M
20-09 16:53:41|5461M 2304M 1630M 2616M
20-09 16:53:51|5468M 2304M 1630M 2609M
20-09 16:54:01|5475M 2304M 1630M 2601M
20-09 16:54:11|5545M 2304M 1630M 2531M
20-09 16:54:21|5552M 2304M 1630M 2524M
20-09 16:54:31|5559M 2304M 1630M 2517M
20-09 16:54:41|5566M 2304M 1630M 2510M
20-09 16:54:51|5573M 2304M 1630M 2503M
20-09 16:55:01|5580M 2304M 1630M 2496M
20-09 16:55:11|5588M 2304M 1630M 2488M
20-09 16:55:21|5595M 2304M 1630M 2481M
20-09 16:55:31|5600M 2304M 1630M 2476M
20-09 16:55:41|5735M 2304M 1630M 2342M
20-09 16:55:51|5742M 2304M 1630M 2334M
20-09 16:56:01|5749M 2304M 1630M 2327M
20-09 16:56:11|5520M 2304M 1630M 2557M
20-09 16:56:21|5883M 2304M 1630M 2193M
20-09 16:56:31|5899M 2304M 1630M 2178M
20-09 16:56:41|5924M 2304M 1630M 2152M
20-09 16:56:51|5930M 2304M 1630M 2146M
20-09 16:57:01|5970M 2304M 1630M 2107M
20-09 16:57:11|5977M 2304M 1630M 2099M
20-09 16:57:21|5984M 2304M 1630M 2092M
20-09 16:57:31|5991M 2304M 1630M 2085M
20-09 16:57:41|5993M 2304M 1630M 2084M
20-09 16:57:51|6067M 2304M 1630M 2009M
20-09 16:58:01|6074M 2304M 1630M 2002M
20-09 16:58:11|6081M 2304M 1630M 1995M
20-09 16:58:21|6088M 2304M 1630M 1988M
20-09 16:58:31|6095M 2304M 1630M 1981M
20-09 16:58:41|6103M 2304M 1630M 1973M
20-09 16:58:51|6110M 2305M 1630M 1966M
20-09 16:59:01|6117M 2305M 1630M 1959M
20-09 16:59:11|6118M 2305M 1630M 1958M
20-09 16:59:21|6256M 2305M 1630M 1820M
20-09 16:59:31|6263M 2305M 1630M 1813M
20-09 16:59:41|6270M 2305M 1630M 1806M
20-09 16:59:51|6270M 2305M 1630M 1805M
20-09 17:00:01|6270M 2305M 1630M 1805M
20-09 17:00:11|6271M 2305M 1630M 1805M
20-09 17:00:21|6600M 2305M 1630M 1476M
20-09 17:00:31|6832M 2305M 1630M 1244M
20-09 17:00:41|6832M 2305M 1630M 1244M
20-09 17:00:51|7554M 2305M 1630M  521M
20-09 17:01:01|7586M 2292M 1592M  540M
20-09 17:01:11|7617M 2274M 1577M  542M
20-09 17:01:21|7641M 2264M 1525M  580M
20-09 17:01:31|7665M 2264M 1525M  556M
20-09 17:01:41|7688M 2264M 1525M  533M
20-09 17:01:51|7710M 2264M 1525M  511M
20-09 17:02:01|7734M 2255M 1475M  546M
20-09 17:02:11|7758M 2255M 1475M  523M
20-09 17:02:21|7782M 2243M 1431M  554M
20-09 17:02:31|7805M 2243M 1431M  531M
20-09 17:02:41|7826M 2243M 1431M  509M
20-09 17:02:51|7845M 2206M 1370M  589M
20-09 17:03:01|7870M 2206M 1370M  563M
20-09 17:03:11|7896M 2206M 1370M  538M
20-09 17:03:21|7921M 2206M 1370M  513M
20-09 17:03:31|7944M 2185M 1316M  565M
20-09 17:03:41|7891M 2185M 1316M  618M
20-09 17:03:51|7891M 2185M 1316M  618M
20-09 17:04:01|7898M 2185M 1316M  611M
20-09 17:04:11|7921M 2185M 1316M  588M
20-09 17:04:21|7941M 2185M 1316M  568M
20-09 17:04:31|7961M 2185M 1316M  548M
20-09 17:04:41|7984M 2185M 1316M  525M
20-09 17:04:51|8010M 2185M 1316M  499M
20-09 17:05:01|8036M 2152M 1294M  528M
20-09 17:05:11|8066M 2152M 1294M  497M
20-09 17:05:21|8097M 2097M 1292M  524M
20-09 17:05:31|8128M 2097M 1292M  492M
20-09 17:05:41|8157M 2052M 1291M  510M
20-09 17:05:51|8187M 2011M 1290M  522M
20-09 17:06:01|8214M 2011M 1289M  496M
20-09 17:06:11|8236M 1974M 1275M  525M
20-09 17:06:21|8165M 1974M 1275M  597M
20-09 17:06:31|8165M 1974M 1275M  597M
