271	1.000	-70.000	
271	2.000	-70.000	
271	3.000	-70.000	
271	4.000	-70.000	
271	5.000	-70.000	
271	6.000	-70.000	
271	7.000	-70.000	
271	8.000	-70.000	
271	9.000	-70.000	
271	10.000	-70.000	
271	11.000	-70.000	
271	12.000	-70.000	
271	13.000	-70.000	
271	14.000	-70.000	
271	15.000	-70.000	
271	16.000	-70.000	
271	17.000	-70.000	
271	18.000	-70.000	
271	19.000	-70.000	
271	20.000	-70.000	
271	21.000	-70.000	
271	22.000	-70.000	
271	23.000	-70.000	
271	24.000	-70.000	
271	25.000	-70.000	
271	26.000	-70.000	
271	27.000	-70.000	
271	28.000	-70.000	
271	29.000	-70.000	
271	30.000	-70.000	
271	31.000	-70.000	
271	32.000	-70.000	
271	33.000	-70.000	
271	34.000	-70.000	
271	35.000	-70.000	
271	36.000	-70.000	
271	37.000	-70.000	
271	38.000	-70.000	
271	39.000	-70.000	
271	40.000	-70.000	
271	41.000	-70.000	
271	42.000	-70.000	
271	43.000	-70.000	
271	44.000	-70.000	
271	45.000	-70.000	
271	46.000	-70.000	
271	47.000	-70.000	
271	48.000	-70.000	
271	49.000	-70.000	
271	50.000	-63.636	
271	51.000	-57.242	
271	52.000	-57.933	
271	53.000	-58.710	
271	54.000	-59.438	
271	55.000	-60.228	
271	56.000	-62.147	
271	57.000	-64.306	
271	58.000	-66.101	
271	59.000	-67.439	
271	60.000	-68.387	
271	61.000	-69.038	
271	62.000	-63.181	
271	63.000	-57.291	
271	64.000	-58.289	
271	65.000	-59.245	
271	66.000	-60.069	
271	67.000	-60.900	
271	68.000	-62.792	
271	69.000	-64.894	
271	70.000	-66.629	
271	71.000	-67.914	
271	72.000	-68.817	
271	73.000	-69.431	
271	74.000	-69.838	
271	75.000	-63.741	
271	76.000	-57.618	
271	77.000	-58.493	
271	78.000	-59.369	
271	79.000	-60.141	
271	80.000	-60.939	
271	81.000	-62.809	
271	82.000	-64.897	
271	83.000	-66.626	
271	84.000	-67.908	
271	85.000	-68.809	
271	86.000	-59.701	
271	87.000	-57.616	
271	88.000	-58.808	
271	89.000	-59.823	
271	90.000	-60.671	
271	91.000	-61.665	
271	92.000	-63.660	
271	93.000	-65.669	
271	94.000	-59.345	
271	95.000	-56.917	
271	96.000	-58.864	
271	97.000	-60.390	
271	98.000	-61.551	
271	99.000	-62.626	
271	100.000	-64.576	
271	101.000	-66.547	
271	102.000	-68.111	
271	103.000	-69.235	
271	104.000	-70.000	
271	105.000	-70.500	
271	106.000	-70.811	
271	107.000	-69.618	
271	108.000	-58.265	
271	109.000	-58.909	
271	110.000	-59.751	
271	111.000	-60.496	
271	112.000	-61.175	
271	113.000	-62.793	
271	114.000	-64.852	
271	115.000	-66.621	
271	116.000	-59.924	
271	117.000	-57.145	
271	118.000	-58.862	
271	119.000	-60.235	
271	120.000	-61.301	
271	121.000	-62.322	
271	122.000	-64.263	
271	123.000	-66.249	
271	124.000	-61.738	
271	125.000	-57.265	
271	126.000	-59.189	
271	127.000	-60.725	
271	128.000	-61.887	
271	129.000	-62.882	
271	130.000	-64.726	
271	131.000	-57.506	
271	132.000	-57.212	
271	133.000	-59.655	
271	134.000	-61.494	
271	135.000	-62.842	
271	136.000	-64.083	
271	137.000	-66.041	
271	138.000	-67.887	
271	139.000	-69.302	
271	140.000	-70.291	
271	141.000	-58.549	
271	142.000	-59.683	
271	143.000	-60.930	
271	144.000	-61.903	
271	145.000	-62.679	
271	146.000	-64.138	
271	147.000	-66.071	
271	148.000	-67.736	
271	149.000	-57.211	
271	150.000	-58.718	
271	151.000	-60.401	
271	152.000	-61.671	
271	153.000	-62.642	
271	154.000	-58.335	
271	155.000	-60.000	
271	156.000	-60.000	
271	157.000	-61.599	
271	158.000	-63.353	
271	159.000	-64.710	
271	160.000	-66.648	
271	161.000	-57.602	
271	162.000	-59.134	
